PubMed ID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
39009804,The Impact of Lebrikizumab on Vaccine-Induced Immune Responses: Results from a Phase 3 Study in Adult Patients with Moderate-to-Severe Atopic Dermatitis.,2024-01-01,Piruzeli MLB; Pierce E; Garcia Gil E; Jarell AD,"Eli Lilly and Company, Indianapolis, IN, USA.","Southern California Dermatology, 1125 E 17th St., Santa Ana, CA, 92701, USA. doctorsoung@gmail.com."
39009409,Lysophosphatidic acid receptor 1 inhibition: a potential treatment target for pulmonary fibrosis.,2024-01-01,Emson C,"Translational Medicine, Horizon Therapeutics (now Amgen, Inc.), Rockville, MD, USA.",Not available
39009229,"Improved sleep parallels improvements in atopic dermatitis signs, symptoms, and quality of life in adult patients treated with dupilumab: 24-week results from the DUPISTAD study.",2024-01-01,Wu J; Ardeleanu M; Ozturk ZE,"Regeneron Pharmaceuticals Inc., Tarrytown, New York.; Sanofi, Bridgewater, New Jersey.; Sanofi, Cambridge, Massachusetts.","Department of Dermatology, Medicine and Rheumatology, UT Southwestern Medical Center, Dallas, Texas. Electronic address: joseph.merola@gmail.com."
39009041,Chasing Red Herrings: Palladium Metal Salt Impurities Feigning KRAS Activity in Biochemical Assays.,2024-07-25,Gerstberger T; Berger H; Buttner FH; Gmachl M; Kessler D; Koegl M; Lucas S; Martin LJ; Mayer M; McConnell DB; Mitzner S; Scholz G; Treu M; Wolkerstorfer B; Zahn S; Zak KM; Jaeger PA; Ettmayer P,"Boehringer Ingelheim Pharma GmbH & Co. KG, Birkendorfer Str. 65, D-88397 Biberach, Germany.; Boehringer Ingelheim RCV GmbH & Co. KG, Dr. Boehringer Gasse 5-11, A-1121 Vienna, Austria.",Not available
39008826,Pretreatment with luteal estradiol for programming antagonist cycles compared to no pretreatment in advanced age women stimulated with corifollitropin alfa: a non-inferiority randomized controlled trial.,2024-09-01,Carton I; Chevalier N; Guivarc'h-Leveque A,"Reproductive Medicine, Clinique Mutualiste La Sagesse, Rennes, France.; Reproductive Medicine, Clinique Saint Roch, Montpellier, France.",Not available
39008225,Bridging the Gap: Comparing Patient-Clinician Views on Treatment Goals and Communication in the Management of Atopic Dermatitis Within the Asia-Pacific Region.,2024-01-01,Liao HF,"Pfizer Ltd, Taipei, Taiwan.",Not available
39008191,Capturing patient-reported sleep disturbance in atopic dermatitis clinical trials.,2024-07-15,Rodriguez D,"Evidera, Seattle, WA, USA.","Evidera, Ivry-sur-Seine, France. carla.dias-barbosa@evidera.com."
39008024,Pregnancy Outcomes in Patients Treated with Upadacitinib: Analysis of Data from Clinical Trials and Postmarketing Reports.,2024-01-01,Levy G; Ali M; Lacerda AP; Wegrzyn L; Palac H; Scialli AR,"AbbVie, Inc., Chicago, IL, USA.; Scialli Consulting LLC, Washington, DC, USA.","Division of Gastroenterology and Hepatology, University of California San Francisco, 1701 Divisadero Street #120, San Francisco, CA, 94010, USA. Uma.mahadevan@ucsf.edu."
39007560,Multi-year analysis of the global preclinical antibacterial pipeline: trends and gaps.,2024-08-07,Alm RA; Melchiorri D; Arias CA; Cameron AM,"AMR Solutions, Boston, Massachusetts, USA.; Combating Antibiotic Resistant Bacteria Biopharmaceutical Accelerator, Boston, Massachusetts, USA.; WHO Consultants to the WHO AMR Division, Geneva, Switzerland.",Not available
39007525,"Consensus panel recommendations for the optimization of EPIDIOLEX(R) treatment for seizures associated with Lennox-Gastaut syndrome, Dravet syndrome, and tuberous sclerosis complex.",2024-01-01,Wechsler RT,"Consultants in Epilepsy and Neurology, Boise, Idaho, USA.",Not available
39007449,Prevalence of food allergy increased 1.7 times in the past 10 years among Japanese patients below 6 years of age.,2024-01-01,Yoshisue H; Homma Y; Ito C; Ebisawa M,"JMDC Co. Ltd, Tokyo, Japan.; Novartis Pharma K.K., Tokyo, Japan.",Not available
39007062,Real-life efficacy of immunotherapy for Sezary syndrome: a multicenter observational cohort study.,2024-01-01,Beylot-Barry M; Pham-Ledard A; Moins-Teisserenc H; Boulinguez S,"INSERM U976, Institut de Recherche Saint-Louis, Paris, France.",Not available
39006917,Dupilumab improves pruritus and skin lesions in patients with prurigo nodularis: Pooled results from 2 phase 3 trials (LIBERTY-PN PRIME and PRIME2).,2024-01-01,Laws E; Nivens MC; Maloney J; Shi G; Bansal A; Dubost-Brama A,"Regeneron Pharmaceuticals Inc, Tarrytown, New York.; Sanofi, Bridgewater, New Jersey.; Sanofi, Gentilly, France.",Not available
39006526,"Platform trial design for neurofibromatosis type 1, NF2-related schwannomatosis and non-NF2-related schwannomatosis: A potential model for rare diseases.",2024-01-01,Bakker A; Blakeley JO; Azizi AA; Legius E,"AstraZeneca Oncology R&D, Cambridge, UK.; Berry Consultants, Abingdon, UK.; Biostatistics & Pharmacometrics, Novartis Pharma AG, Basel, Switzerland.; Charite-Universitatsmedizin Berlin, Corporate Member of Freie Universitat Berlin and Humboldt Universitat zu Berlin, Berlin, Germany.",Not available
39006447,"Genome-wide association study of major anxiety disorders in 122,341 European-ancestry cases identifies 58 loci and highlights GABAergic signaling.",2024-07-05,Lehto K; Deckert J,"23andMe, Sunnyvale, CA, USA.",Not available
39006439,Intratumoral T-cell composition predicts epcoritamab-based treatment efficacy in B-cell non-Hodgkin lymphomas.,2024-07-05,Ewalt MD,"Genmab, Princeton, NJ.",Not available
39005761,"Screening, Synthesis, and Characterization of a More Rapidly Dissolving Celecoxib Crystal Form.",2024-07-09,Lusi M,"Custom Pharma Services, Brighton and Hove, East Sussex BN3 3LW, U.K.",Not available
39004647,"SHR-A1811 (antibody-drug conjugate) in advanced HER2-mutant non-small cell lung cancer: a multicenter, open-label, phase 1/2 study.",2024-07-15,Jiao Z; Zhao K; Song K; Li Y; Shi W,"Geneplus-Beijing, Co., Ltd., Beijing, 102206, China.; Jiangsu Hengrui Pharmaceuticals, Co., Ltd., Shanghai, 200120, China.",Not available
39004550,"Real-life data on biliary tract cancers in France: The nested Amber study from the French ACABi GERCOR PRONOBIL retro-prospective, observational cohort.",2025-01-01,Boileau C; Ducroux A; Neuzillet C,"Association pour l'etude des Cancers et Affections des voies Biliaires (ACABi), France; AstraZeneca France, Courbevoie, France.; Department of Medical Oncology, Gastrointestinal Oncology, Institut Curie, Universite Versailles Saint-Quentin-Universite Paris-Saclay, Saint-Cloud, France; GERCOR, Paris, France.","GERCOR, Paris, France. Electronic address: matthieu.delaye@curie.fr."
39004432,Early clinical response associates with long-term outcomes with ixekizumab in radiographic axial spondyloarthritis.,2024-07-14,Panni T; Bolce R; Liu-Leage S; Janos B; Nissen MJ,"Arthritis Associates, San Antonio, Texas, USA.; Eli Lilly and Company, Indianapolis, Indiana, USA.","Department of Rheumatology, Leiden University Medical Center, Leiden, The Netherlands sofiaramiro@gmail.com."
39004117,Spesolimab Reduces Inflammation in Generalized Pustular Psoriasis: Molecular Characterization of Flare Treatment in EFFISAYIL 1.,2024-07-14,Farag A; Bachelez H; Leparc G; Delic D; Lang B; Thoma C,"Boehringer Ingelheim Pharma, Biberach, Germany.; INSERM Unite 1163, Imagine Institute of Genetic Diseases, Universite Paris Cite, Paris, France.; Service de Dermatologie, Assistance Publique-Hopitaux de Paris Hopital Saint-Louis, Paris, France",Not available
39003801,Cognitive reserve and cognition in mood disorders: A systematic review and meta-analysis.,2024-01-01,Camprodon-Boadas P; De Prisco M; Sugranyes G; Clougher D; Baeza I; Torrent C; Castro-Fornieles J; Tosetti Y; Vieta E; de la Serna E; Amoretti S,"BIOARABA, Department of Psychiatry. Hospital Universitario de Alava. University of the Basque Country, Vitoria, Spain.; Bipolar and Depressive Disorders Unit, Hospital Clinic de Barcelona, Barcelona, Spain; Bipolar and Depressive Disorders Unit, Hospital Clinic de Barcelona, Barcelona, Spain.; Centro de Investigacion Biomedica en Red de Salud Mental, CIBERSAM; Centro de Investigacion Biomedica en Red de Salud Mental, CIBERSAM.; Department of Child and Adolescent Psychiatry and Psychology, 2021SGR01319, Institute of Neuroscience, Hospital Clinic de Barcelona, Barcelona, Spain; Department of Medicine, Institute of Neuroscience, University of Barcelona, Spain.; Department of Psychiatry, Hospital Universitari Vall d'Hebron, Group of Psychiatry, Mental Health and Addictions, Psychiatric Genetics Unit, Vall d'Hebron Research Institute (VHIR), Barcelona, Spain.; Fundacio de Recerca Clinic Barcelona-Institut d Investigacions Biomediques August Pi i Sunyer (IDIBAPS), Barcelona, Spain","Department of Medicine, Institute of Neuroscience, University of Barcelona, Spain. Electronic address: camprodon@recerca.clinic.cat."
39003659,Prevalence of Tendon Rupture and Tendinopathies Among Patients with Atherosclerotic Cardiovascular Disease Derived From United States Administrative Claims Data.,2024-01-01,Grady-Benson JC; Edwards A; Thompson PD,"Esperion Therapeutics Inc., Ann Arbor, MI, USA.; Orthopedic Associates of Hartford PC, Hartford, CT, USA.","Esperion Therapeutics Inc., Ann Arbor, MI, USA. kristin.mariek@gmail.com."
39003387,"Acute effects of cannabigerol on anxiety, stress, and mood: a double-blind, placebo-controlled, crossover, field trial.",2024-07-13,Russo E,"CReDO Science, Vashon, WA, USA.","Department of Psychology, Washington State University, PO Box 644820, Pullman, WA, 99164-4820, USA. carrie.cuttler@wsu.edu."
39003185,MDT-BRIDGE: Neoadjuvant Durvalumab Plus Chemotherapy Followed by Either Surgery and Adjuvant Durvalumab or Chemoradiotherapy and Consolidation Durvalumab in Resectable or Borderline-resectable Stage IIB-IIIB NSCLC.,2024-01-01,Girard N,"Institut du Thorax Curie Montsouris, Institut Curie, Paris, France, and UVSQ, Paris Saclay, Versailles, France.","Lung Clinic Grosshansdorf, Airway Research Center North, German Center for Lung Research, Grosshansdorf, Germany. Electronic address: m.reck@lungenclinic.de."
39003108,Risk of cardiovascular events following intermittent and continuous androgen deprivation therapy in patients with nonmetastatic prostate cancer.,2024-01-01,Hong A; Hanson S,"Oncology, Pfizer Inc., New York, NY.; US Value & Evidence Oncology, Pfizer Inc., New York, NY.","Department of Urology, Brigham and Women's Hospital, Boston, MA. Electronic address: mpreston@bwh.harvard.edu."
39002879,"Efficacy and safety of the combination of estetrol 15 mg/drospirenone 3 mg in a cyclic regimen for the treatment of endometriosis-associated pain and objective gynecological findings: a multicenter, placebo-controlled, double-blind, randomized study.",2024-01-01,Foidart JM,"Department of Obstetrics and Gynecology, University of Liege, Liege, Belgium.; Estetra SRL, Mithra Pharmaceuticals, Liege, Belgium","Department of Obstetrics and Gynecology, Tottori University Faculty of Medicine, Yonago, Japan. Electronic address: tasuku@med.tottori-u.ac.jp."
39002836,Effective treatment of actinic keratosis on the hands with red light photodynamic therapy using BF-200 ALA.,2024-01-01,Ulrich M; Reinhold U; Schaning R; Zeuner MT; Pospiech N; Dirschka T,"Biofrontera Bioscience GmbH, Leverkusen, Germany.; Biofrontera Discovery GmbH, Leverkusen, Germany.; CMB Collegium Medicum Berlin GmbH, Berlin, Germany.; CentroDerm GmbH, Wuppertal, Germany; MVZ Dermatologisches Zentrum Bonn GmbH, Bonn, Germany.",Not available
39002755,Validation of the number of pulses required for TMS-EEG in the prefrontal cortex considering test feasibility.,2024-08-30,Takano M,"Department of Neuropsychiatry, Keio University School of Medicine, Tokyo, Japan; Teijin Pharma Ltd., Tokyo, Japan.","Department of Neuropsychiatry, Keio University School of Medicine, Tokyo, Japan. Electronic address: yoshi-tms@keio.jp."
39002551,"Ruxolitinib in treatment-naive or corticosteroid-refractory paediatric patients with chronic graft-versus-host disease (REACH5): interim analysis of a single-arm, multicentre, phase 2 study.",2024-01-01,Dias Matos MGA; Stefanelli T; Rosko C; St Pierre A; Burock K; Smith Y; Sinclair K,"GRAACC, Sao Paulo, Brazil.; Novartis Ireland Limited, Dublin, Ireland.; Novartis Pharma, Basel, Switzerland.; Novartis Pharmaceuticals Corporation, East Hanover, NJ, USA.","Department of Pediatric Hematology/Oncology and Cell and Gene Therapy, IRCCS Bambino Gesu Children's Hospital, Catholic University of the Sacred Heart, Rome, Italy. Electronic address: franco.locatelli@opbg.net."
39002448,beta-lactam resistant phenotypes reported by VITEK(R)2 advanced expert system(TM) (AES) compared to whole genome sequencing in Enterobacterales from North and Latin America.,2024-01-01,Shortridge D; Rhomberg P; Castanheira M,"JMI Laboratories, North Liberty, IA 52317 USA.","bioMerieux, St Louis, USA. Electronic address: cecilia.carvalhaes@biomerieux.com."
39002401,"British Gynaecological Cancer Society (BGCS) ovarian, tubal and primary peritoneal cancer guidelines: Recommendations for practice update 2024.",2024-01-01,Buckley L,"Beverley Counselling & Psychotherapy, 114 Holme Church Lane, Beverley, East Yorkshire HU17 0PY, UK.",Not available
39002360,A first-in-human phase I study of a novel MDM2/p53 inhibitor alrizomadlin in advanced solid tumors.,2024-01-01,Men L; Wang H; Liang E; Wang C; Yang D; Zhai Y,"Ascentage Pharma (Suzhou) Co., Ltd, Suzhou, China; Ascentage Pharma (Suzhou) Co., Ltd, Suzhou, China.; Ascentage Pharma Group Inc., Rockville, USA; Ascentage Pharma Group Inc., Rockville, USA.; State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou, China.","Melanoma and Sarcoma Medical Oncology Unit, State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Sun Yat-sen University Cancer Center, Guangzhou. Electronic address: zhangxing@sysucc.org.cn."
39002348,Durvalumab plus gemcitabine and cisplatin in advanced biliary tract cancer: A large real-life worldwide population.,2024-01-01,Oneda E; Spinelli GP,"Dipartimento di Oncologia medica, Fondazione Poliambulanza, Brescia, Italy.; UOC Oncologia Territoriale, Polo Pontino, La Sapienza Universita Di Roma, Latina, Italy.",Not available
39002281,Factors influencing 5-year persistence to adjuvant endocrine therapy in young women with breast cancer.,2024-01-01,Borner M; Giordano M,"ASST-Lariana, Como, Italy.; Division of Oncology (Oncocare), Klinik Engeried, Lindenhofgruppe, Bern, Switzerland.",Not available
39002122,"A double-blind, placebo-controlled, randomized multiple dose phase 1b trial of a CDK4/6 inhibitor, TCK-276, in patients with active rheumatoid arthritis.",2024-07-13,Tsuruda K,"Teijin America, Inc., Sausalito, CA, USA.",Not available
39002092,Stable Response and Sustained Improvement of Itch and Sleep Symptoms in Patients with Atopic Dermatitis Treated with Lebrikizumab over 52 Weeks.,2024-01-01,Ding Y; Yang FE; Bardolet L; Stander S,"Eli Lilly and Company, Indianapolis, IN, USA.","University of Miami Miller School of Medicine, Miami, USA. yosipog@gmail.com."
39001744,Management of Iron Deficiency in Heart Failure: Practical Considerations and Implementation of Evidence-Based Iron Supplementation.,2024-01-01,Fida N,"Houston Methodist, Houston, Texas, USA.","West Virginia University School of Pharmacy, Morgantown, West Virginia, USA. Electronic address: kazuhiko.kido0322@gmail.com."
39001743,Heart Failure Drug Development Over the Eras: From the Heart Failure Collaboratory.,2024-01-01,Psotka MA; Carson PE; Saville BR; O'Connor C,"Adaptix Trials LLC, Austin, Texas, USA.; Division of Cardiology, Duke University Medical Center, Durham, North Carolina, USA.; Inova Schar Heart and Vascular, Falls Church, Virginia, USA; Inova Schar Heart and Vascular, Falls Church, Virginia, USA.; Retired, Rehoboth Beach, Delaware, USA.","Inova Schar Heart and Vascular, Falls Church, Virginia, USA. Electronic address: Vanessa.blumer@inova.org."
39001701,A multi-omics approach to overeating and inactivity-induced muscle atrophy in db/db mice.,2024-01-01,Fukui M,"AiSTI Science Co., Ltd., Wakayama, Japan.",Not available
